id,issue_d,period,original_grade,sub_grade,term,loan_amnt,int_rate,y_true,allocation_fraction,funded_exposure,portfolio_weight,pd_point,pd_high_alpha01,effective_pd_alpha01,miscovered_alpha01
162113487,2019-11-01,2019H2,D,D5,36,9600.0,28.8,0.0,1.0,9600.0,0.0096,0.17388983774551664,0.9248911975943495,0.5118404496774913,False
140978428,2018-10-01,2018H2,E,E5,36,8500.0,27.27,0.0,1.0,8500.0,0.0085,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
146233282,2019-01-01,2019H1,C,C4,36,8425.0,16.14,0.0,1.0,8425.0,0.008425,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
145642114,2019-01-01,2019H1,E,E1,36,8050.0,23.4,0.0,1.0,8050.0,0.00805,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
144151573,2018-11-01,2018H2,D,D3,36,8000.0,19.92,0.0,1.0,8000.0,0.008,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
148960870,2019-03-01,2019H1,D,D1,36,8000.0,17.97,0.0,1.0,8000.0,0.008,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
164583604,2020-01-01,2020,D,D5,36,8000.0,28.8,0.0,1.0,8000.0,0.008,0.1494508062631456,1.0,0.5321979434447301,False
160296143,2019-10-01,2019H2,D,D2,36,8000.0,20.55,0.0,1.0,8000.0,0.008,0.058878504672897194,0.1389401845887373,0.09490626063502525,False
140832910,2018-09-01,2018H2,D,D1,36,8000.0,17.97,0.0,1.0,8000.0,0.008,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
163168512,2019-12-01,2019H2,C,C3,36,7500.0,16.12,0.0,1.0,7500.0,0.0075,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
158464565,2019-09-01,2019H2,D,D1,36,7000.0,18.62,0.0,1.0,7000.0,0.007,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
140556105,2018-09-01,2018H2,D,D3,36,6000.0,19.92,0.0,1.0,6000.0,0.006,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
169420009,2020-07-01,2020,B,B4,36,6000.0,15.4,0.0,1.0,6000.0,0.006,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
143972072,2018-11-01,2018H2,D,D2,36,6000.0,18.94,0.0,1.0,6000.0,0.006,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
149811384,2019-04-01,2019H1,C,C3,36,6000.0,15.57,0.0,1.0,6000.0,0.006,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
160199432,2019-10-01,2019H2,C,C5,36,5800.0,17.74,0.0,1.0,5800.0,0.0058,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
136738401,2018-07-01,2018H2,E,E2,36,5500.0,24.37,0.0,1.0,5500.0,0.0055,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
147290616,2019-02-01,2019H1,C,C3,36,5450.0,15.02,0.0,1.0,5450.0,0.00545,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
153385404,2019-06-01,2019H1,D,D2,36,5300.0,20.0,0.0,1.0,5300.0,0.0053,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
145663005,2019-01-01,2019H1,D,D2,36,5000.0,18.94,0.0,1.0,5000.0,0.005,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
169544078,2020-08-01,2020,C,C1,36,5000.0,17.3,0.0,1.0,5000.0,0.005,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
152760117,2019-06-01,2019H1,C,C5,36,5000.0,17.19,0.0,1.0,5000.0,0.005,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
144900410,2018-12-01,2018H2,C,C5,36,4800.0,16.91,0.0,1.0,4800.0,0.0048,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
148073814,2019-02-01,2019H1,C,C4,36,4525.0,16.4,0.0,1.0,4525.0,0.004525,0.09469885515181684,0.19428349690861008,0.1395119439423738,False
152253046,2019-05-01,2019H1,C,C2,36,4500.0,14.74,0.0,1.0,4500.0,0.0045,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
130258179,2018-03-01,2018H1,C,C4,36,4500.0,15.04,0.0,1.0,4500.0,0.0045,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
156313239,2019-08-01,2019H2,D,D4,36,4275.0,25.0,0.0,1.0,4275.0,0.004275,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
138542057,2018-08-01,2018H2,C,C5,36,4200.0,16.91,0.0,1.0,4200.0,0.0042,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
151224966,2019-05-01,2019H1,C,C3,36,4000.0,15.57,0.0,1.0,4000.0,0.004,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
149577816,2019-04-01,2019H1,C,C3,36,4000.0,15.57,0.0,1.0,4000.0,0.004,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
168793774,2020-04-01,2020,B,B5,36,4000.0,16.08,0.0,1.0,4000.0,0.004,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
146344063,2019-01-01,2019H1,D,D1,36,4000.0,17.97,0.0,1.0,4000.0,0.004,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
138191168,2018-08-01,2018H2,C,C4,36,4000.0,16.14,0.0,1.0,4000.0,0.004,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
152537426,2019-05-01,2019H1,D,D5,36,4000.0,28.8,0.0,1.0,4000.0,0.004,0.12696250162190215,0.939096799372283,0.4924229356095735,False
153413649,2019-06-01,2019H1,C,C3,36,4000.0,16.12,0.0,1.0,4000.0,0.004,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
147424663,2019-02-01,2019H1,D,D1,36,4000.0,17.97,0.0,1.0,4000.0,0.004,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
135320319,2018-06-01,2018H1,C,C4,36,4000.0,15.49,0.0,1.0,4000.0,0.004,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
144966120,2018-12-01,2018H2,C,C4,36,4000.0,16.14,0.0,1.0,4000.0,0.004,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
146783059,2019-01-01,2019H1,C,C5,36,4000.0,16.91,0.0,1.0,4000.0,0.004,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
137978617,2018-08-01,2018H2,C,C5,36,3775.0,16.91,0.0,1.0,3775.0,0.003775,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
165679628,2020-01-01,2020,B,B3,36,3675.0,11.71,0.0,1.0,3675.0,0.003675,0.030262143407864303,0.0885261684627674,0.056480954682570694,False
154617374,2019-07-01,2019H2,D,D1,36,3600.0,17.97,0.0,1.0,3600.0,0.0036,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
148412402,2019-03-01,2019H1,C,C4,36,3600.0,16.4,0.0,1.0,3600.0,0.0036,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
155930773,2019-07-01,2019H2,C,C4,36,3600.0,16.95,0.0,1.0,3600.0,0.0036,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
130747795,2018-03-01,2018H1,D,D1,36,3500.0,17.47,0.0,1.0,3500.0,0.0035,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
156069170,2019-07-01,2019H2,D,D1,36,3500.0,17.97,0.0,1.0,3500.0,0.0035,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
149680196,2019-04-01,2019H1,C,C5,36,3500.0,17.19,0.0,1.0,3500.0,0.0035,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
158856991,2019-10-01,2019H2,B,B5,36,3500.0,13.08,0.0,1.0,3500.0,0.0035,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
133773421,2018-06-01,2018H1,D,D3,36,3500.0,19.42,0.0,1.0,3500.0,0.0035,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
159546882,2019-10-01,2019H2,C,C2,36,3500.0,15.24,0.0,1.0,3500.0,0.0035,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
128697595,2018-02-01,2018H1,D,D2,36,3500.0,18.06,0.0,1.0,3500.0,0.0035,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
164367092,2020-01-01,2020,D,D5,36,3500.0,28.8,0.0,1.0,3500.0,0.0035,0.139161220043573,0.9834552005160588,0.5190935112561916,False
153904762,2019-06-01,2019H1,C,C5,36,3500.0,17.74,0.0,1.0,3500.0,0.0035,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
156364454,2019-08-01,2019H2,C,C2,36,3500.0,15.24,0.0,1.0,3500.0,0.0035,0.07978075517661389,0.171935604519602,0.12125043738095853,False
148094201,2019-02-01,2019H1,B,B4,36,3500.0,12.4,0.0,1.0,3500.0,0.0035,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
145217286,2018-12-01,2018H2,C,C4,36,3500.0,16.14,0.0,1.0,3500.0,0.0035,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
136819183,2018-07-01,2018H2,D,D2,36,3500.0,18.94,0.0,1.0,3500.0,0.0035,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
127314157,2018-01-01,2018H1,D,D3,36,3500.0,19.03,0.0,1.0,3500.0,0.0035,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
147549978,2019-02-01,2019H1,D,D2,36,3200.0,18.94,0.0,1.0,3200.0,0.0032,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
149074718,2019-03-01,2019H1,C,C5,36,3200.0,17.19,0.0,1.0,3200.0,0.0032,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
156568770,2019-08-01,2019H2,C,C2,36,3200.0,15.24,0.0,1.0,3200.0,0.0032,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
153109222,2019-06-01,2019H1,D,D3,36,3175.0,22.5,0.0,1.0,3175.0,0.003175,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
126460804,2018-01-01,2018H1,C,C4,36,3025.0,15.05,0.0,1.0,3025.0,0.003025,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
132927446,2018-05-01,2018H1,C,C3,36,3025.0,14.07,0.0,1.0,3025.0,0.003025,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
133121640,2018-05-01,2018H1,C,C4,36,3025.0,15.49,0.0,1.0,3025.0,0.003025,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
142247846,2018-10-01,2018H2,C,C5,36,3025.0,16.91,1.0,1.0,3025.0,0.003025,0.1036832164058284,0.2073664328116568,0.15034066378845118,True
130095750,2018-03-01,2018H1,C,C2,36,3000.0,13.58,0.0,1.0,3000.0,0.003,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
169339370,2020-08-01,2020,C,C1,36,3000.0,17.3,0.0,1.0,3000.0,0.003,0.09438775510204081,0.19382576816378744,0.1391348609798268,False
169930743,2020-08-01,2020,C,C1,36,3000.0,17.3,0.0,1.0,3000.0,0.003,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
153968552,2019-06-01,2019H1,D,D5,36,3000.0,28.8,0.0,1.0,3000.0,0.003,0.1445276673800061,1.0,0.5294902170590033,False
140235044,2018-09-01,2018H2,D,D1,36,3000.0,17.97,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
140623777,2018-09-01,2018H2,D,D5,36,3000.0,22.35,0.0,1.0,3000.0,0.003,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
149647691,2019-04-01,2019H1,D,D5,36,3000.0,28.8,0.0,1.0,3000.0,0.003,0.11819172113289761,0.9056984655497593,0.4725697561204854,False
150121042,2019-04-01,2019H1,D,D2,36,3000.0,20.0,0.0,1.0,3000.0,0.003,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
150587775,2019-04-01,2019H1,D,D2,36,3000.0,20.0,1.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,True
150078681,2019-04-01,2019H1,C,C3,36,3000.0,15.57,0.0,1.0,3000.0,0.003,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
145268963,2018-12-01,2018H2,D,D2,36,3000.0,18.94,0.0,1.0,3000.0,0.003,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
158739818,2019-09-01,2019H2,D,D2,36,3000.0,20.55,0.0,1.0,3000.0,0.003,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
135590246,2018-06-01,2018H1,D,D1,36,3000.0,17.47,0.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
154972291,2019-07-01,2019H2,C,C5,36,3000.0,17.74,0.0,1.0,3000.0,0.003,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
154996058,2019-07-01,2019H2,D,D1,36,3000.0,17.97,0.0,1.0,3000.0,0.003,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
161613129,2019-11-01,2019H2,D,D5,36,3000.0,28.8,1.0,1.0,3000.0,0.003,0.1445276673800061,1.0,0.5294902170590033,False
140891933,2018-09-01,2018H2,C,C5,36,3000.0,16.91,0.0,1.0,3000.0,0.003,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
163325123,2019-12-01,2019H2,C,C4,36,3000.0,16.95,0.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
135730613,2018-06-01,2018H1,D,D1,36,3000.0,17.47,0.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
155919805,2019-07-01,2019H2,C,C4,36,3000.0,16.95,0.0,1.0,3000.0,0.003,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
156436462,2019-08-01,2019H2,D,D2,36,3000.0,20.0,0.0,1.0,3000.0,0.003,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
139057087,2018-08-01,2018H2,D,D4,36,3000.0,20.89,0.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
140119022,2018-09-01,2018H2,C,C5,36,3000.0,16.91,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
150002763,2019-04-01,2019H1,D,D5,36,3000.0,28.8,0.0,1.0,3000.0,0.003,0.139161220043573,0.9834552005160588,0.5190935112561916,False
149253286,2019-04-01,2019H1,C,C5,36,3000.0,17.19,0.0,1.0,3000.0,0.003,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
138079280,2018-08-01,2018H2,C,C3,36,3000.0,15.02,0.0,1.0,3000.0,0.003,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
137368499,2018-07-01,2018H2,F,F1,36,3000.0,28.72,0.0,1.0,3000.0,0.003,0.14135656066274718,0.9911983450484456,0.5237853636363115,False
146675673,2019-01-01,2019H1,C,C3,36,3000.0,15.02,0.0,1.0,3000.0,0.003,0.0722267362942478,0.16026944351290354,0.11184595454264289,False
169067464,2020-06-01,2020,B,B2,36,3000.0,14.02,0.0,1.0,3000.0,0.003,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
126416919,2018-01-01,2018H1,D,D1,36,3000.0,17.09,0.0,1.0,3000.0,0.003,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
128253688,2018-02-01,2018H1,C,C5,36,3000.0,16.02,0.0,1.0,3000.0,0.003,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
142890431,2018-11-01,2018H2,D,D3,36,3000.0,19.92,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
142694918,2018-11-01,2018H2,C,C5,36,3000.0,16.91,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
149305803,2019-03-01,2019H1,D,D2,36,3000.0,20.0,0.0,1.0,3000.0,0.003,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
170199300,2020-09-01,2020,C,C5,36,3000.0,20.74,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
146663616,2019-01-01,2019H1,C,C3,36,3000.0,15.02,0.0,1.0,3000.0,0.003,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
153841771,2019-06-01,2019H1,D,D2,36,3000.0,20.0,0.0,1.0,3000.0,0.003,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
153502443,2019-06-01,2019H1,D,D2,36,3000.0,20.0,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
164456389,2020-01-01,2020,D,D5,36,3000.0,28.8,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
147397394,2019-02-01,2019H1,D,D4,36,3000.0,20.89,0.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
144364395,2018-11-01,2018H2,D,D2,36,3000.0,18.94,1.0,1.0,3000.0,0.003,0.1036832164058284,0.2073664328116568,0.15034066378845118,True
141467531,2018-10-01,2018H2,C,C4,36,2800.0,16.14,0.0,1.0,2800.0,0.0028,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
148600209,2019-04-01,2019H1,C,C3,36,2800.0,15.57,0.0,1.0,2800.0,0.0028,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
152317200,2019-05-01,2019H1,C,C3,36,2800.0,15.57,0.0,1.0,2800.0,0.0028,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
148590971,2019-03-01,2019H1,D,D2,36,2800.0,20.0,0.0,1.0,2800.0,0.0028,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
137445935,2018-07-01,2018H2,C,C2,36,2800.0,14.47,0.0,1.0,2800.0,0.0028,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
152701413,2019-06-01,2019H1,C,C3,36,2700.0,15.57,1.0,1.0,2700.0,0.0027,0.06265891754449691,0.14508482483323829,0.09975057582443053,True
134815317,2018-06-01,2018H1,D,D2,36,2500.0,18.45,0.0,1.0,2500.0,0.0025,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
132493306,2018-05-01,2018H1,D,D1,36,2500.0,17.47,0.0,1.0,2500.0,0.0025,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
135646852,2018-06-01,2018H1,F,F2,36,2500.0,29.69,1.0,1.0,2500.0,0.0025,0.13229678123295147,0.9587797540668972,0.5042141190082271,True
135536499,2018-06-01,2018H1,D,D3,36,2500.0,19.42,0.0,1.0,2500.0,0.0025,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
137741627,2018-07-01,2018H2,E,E1,36,2500.0,23.4,0.0,1.0,2500.0,0.0025,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
150353797,2019-04-01,2019H1,C,C4,36,2500.0,16.4,1.0,1.0,2500.0,0.0025,0.08291049320073066,0.17669564327753476,0.1251138107352925,True
149935413,2019-04-01,2019H1,C,C3,36,2500.0,15.57,0.0,1.0,2500.0,0.0025,0.07978075517661389,0.171935604519602,0.12125043738095853,False
135930178,2018-06-01,2018H1,C,C5,36,2500.0,16.46,0.0,1.0,2500.0,0.0025,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
146992141,2019-01-01,2019H1,C,C3,36,2500.0,15.02,0.0,1.0,2500.0,0.0025,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
144906591,2018-12-01,2018H2,D,D1,36,2500.0,17.97,0.0,1.0,2500.0,0.0025,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
139514911,2018-10-01,2018H2,D,D1,36,2500.0,17.97,0.0,1.0,2500.0,0.0025,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
141418011,2018-10-01,2018H2,C,C5,36,2500.0,16.91,0.0,1.0,2500.0,0.0025,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
127180235,2018-02-01,2018H1,D,D3,36,2400.0,19.42,0.0,1.0,2400.0,0.0024,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
164514138,2020-01-01,2020,C,C2,36,2400.0,15.24,0.0,1.0,2400.0,0.0024,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
158172490,2019-09-01,2019H2,C,C5,36,2400.0,17.74,0.0,1.0,2400.0,0.0024,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
158529587,2019-09-01,2019H2,C,C5,36,2400.0,17.74,0.0,1.0,2400.0,0.0024,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
151728441,2019-05-01,2019H1,D,D1,36,2400.0,17.97,0.0,1.0,2400.0,0.0024,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
138217359,2018-09-01,2018H2,E,E2,36,2400.0,24.37,0.0,1.0,2400.0,0.0024,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
152089631,2019-05-01,2019H1,C,C1,36,2400.0,13.9,0.0,1.0,2400.0,0.0024,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
144003759,2018-11-01,2018H2,D,D3,36,2200.0,19.92,0.0,1.0,2200.0,0.0022,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
150622648,2019-04-01,2019H1,C,C3,36,2200.0,15.57,0.0,1.0,2200.0,0.0022,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
151769096,2019-05-01,2019H1,C,C3,36,2200.0,15.57,0.0,1.0,2200.0,0.0022,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
153244615,2019-06-01,2019H1,D,D5,36,2125.0,28.8,0.0,1.0,2125.0,0.002125,0.1701669822688931,0.914757744630724,0.505232825331717,False
143971049,2018-11-01,2018H2,D,D1,36,2000.0,17.97,0.0,1.0,2000.0,0.002,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
144132671,2018-11-01,2018H2,C,C4,36,2000.0,16.14,0.0,1.0,2000.0,0.002,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
169005860,2020-05-01,2020,B,B4,36,2000.0,15.4,0.0,1.0,2000.0,0.002,0.07978075517661389,0.171935604519602,0.12125043738095853,False
131932145,2018-05-01,2018H1,C,C4,36,2000.0,15.04,0.0,1.0,2000.0,0.002,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
131486728,2018-04-01,2018H1,D,D1,36,2000.0,17.47,0.0,1.0,2000.0,0.002,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
157224148,2019-08-01,2019H2,C,C4,36,2000.0,16.95,0.0,1.0,2000.0,0.002,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
158940609,2019-09-01,2019H2,D,D5,36,2000.0,28.8,0.0,1.0,2000.0,0.002,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
134654374,2018-06-01,2018H1,C,C4,36,2000.0,15.49,0.0,1.0,2000.0,0.002,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
160446220,2019-10-01,2019H2,C,C5,36,2000.0,17.74,0.0,1.0,2000.0,0.002,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
141907560,2018-10-01,2018H2,C,C4,36,2000.0,16.14,0.0,1.0,2000.0,0.002,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
159720541,2019-10-01,2019H2,D,D2,36,2000.0,20.55,0.0,1.0,2000.0,0.002,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
161919861,2019-11-01,2019H2,C,C2,36,2000.0,15.24,0.0,1.0,2000.0,0.002,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
135660756,2018-06-01,2018H1,F,F4,36,2000.0,30.65,0.0,1.0,2000.0,0.002,0.18108108108108106,0.9441111128551694,0.5244445953794208,False
162936322,2019-12-01,2019H2,C,C2,36,2000.0,15.24,0.0,1.0,2000.0,0.002,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
140654173,2018-09-01,2018H2,F,F2,36,2000.0,29.69,0.0,1.0,2000.0,0.002,0.18108108108108106,0.9441111128551694,0.5244445953794208,False
156591018,2019-08-01,2019H2,C,C2,36,2000.0,15.24,0.0,1.0,2000.0,0.002,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
155606642,2019-07-01,2019H2,D,D2,36,2000.0,20.0,0.0,1.0,2000.0,0.002,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
153748886,2019-07-01,2019H2,C,C4,36,2000.0,16.95,0.0,1.0,2000.0,0.002,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
132763190,2018-05-01,2018H1,E,E2,36,2000.0,23.87,0.0,1.0,2000.0,0.002,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
126523487,2018-01-01,2018H1,C,C4,36,2000.0,15.05,0.0,1.0,2000.0,0.002,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
129036264,2018-02-01,2018H1,D,D3,36,2000.0,19.03,0.0,1.0,2000.0,0.002,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
147169227,2019-02-01,2019H1,C,C5,36,2000.0,16.91,0.0,1.0,2000.0,0.002,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
129560773,2018-03-01,2018H1,D,D1,36,2000.0,17.47,0.0,1.0,2000.0,0.002,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
152314563,2019-05-01,2019H1,D,D5,36,2000.0,28.8,0.0,1.0,2000.0,0.002,0.1036832164058284,0.8473162306183823,0.4383180728014777,False
136297585,2018-07-01,2018H2,C,C5,36,2000.0,16.91,0.0,1.0,2000.0,0.002,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
159915457,2019-10-01,2019H2,D,D2,36,2000.0,20.55,0.0,1.0,2000.0,0.002,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
